SURVYEAR	LFSSTAT	PROV	SEX	TENURE	UNION	HRLYEARN	EDUC	AGE
2004	Employed,	BC	Male	47	Yes	23.25	Some PS	45-59
2004	Employed,	ON	Female	74	No	25	BA or More	30-44
2004	Employed,	ON	Female	240	No	16.75	HS Grad	45-59
2004	Employed,	AL	Female	240	NA	NA	HS Grad	45-59
2004	Employed,	AL	Male	240	NA	NA	HS Dropout	30-44
2004	Employed,	QU	Male	11	No	22.77	Some PS	30-44
2004	Employed,	QU	Male	228	Yes	8.25	Some PS	45-59
2004	Employed,	QU	Female	59	No	12.35	Some PS	30-44
2004	Employed,	ON	Female	4	No	7.5	HS Dropout	15-29
2004	Employed,	ON	Male	71	NA	NA	Some PS	45-59
2004	Employed,	QU	Male	121	NA	NA	HS Dropout	30-44
2004	Employed,	ON	Male	45	Yes	32	Some PS	30-44
2004	Employed,	BC	Male	26	NA	NA	Some PS	15-29
2004	Employed,	ON	Female	8	No	8.5	HS Grad	30-44
2004	Employed,	ON	Male	49	No	13.65	HS Grad	15-29
2004	Employed,	ON	Male	240	Yes	26.5	HS Grad	60+
2004	Employed,	ON	Female	4	Yes	7.15	Some PS	45-59
2004	Employed,	BC	Male	39	No	17.31	BA or More	15-29
2004	Employed,	ON	Female	80	No	9	Some PS	30-44
2004	Employed,	AL	Female	11	No	12	Some PS	45-59
2004	Unemployed	ON	Male	NA	NA	NA	Some PS	45-59
2004	Employed,	ON	Female	67	No	10	BA or More	45-59
2004	Employed,	ON	Male	240	NA	NA	Some PS	45-59
2004	Employed,	QU	Female	35	Yes	16	Some PS	30-44
2004	Employed,	ON	Female	235	No	35.9	Some PS	30-44
2004	Employed,	QU	Female	182	Yes	23.17	Some PS	45-59
2004	Employed,	AL	Female	76	No	18.75	HS Grad	60+
2004	Employed,	ON	Male	16	No	15	HS Grad	15-29
2004	Employed,	ON	Male	99	Yes	33.65	Some PS	30-44
2004	Employed,	ON	Male	1	No	14.38	HS Grad	15-29
2004	Employed,	ON	Female	42	Yes	29.74	BA or More	15-29
2004	Employed,	AL	Male	45	No	18	Some PS	30-44
2004	Employed,	AL	Male	61	No	16	Some PS	15-29
2004	Employed,	QU	Male	126	NA	NA	HS Grad	30-44
2004	Employed,	QU	Male	201	No	32	BA or More	30-44
2004	Employed,	QU	Female	163	No	15	HS Grad	30-44
2004	Employed,	ON	Female	72	No	10.45	Some PS	45-59
2004	Employed,	ON	Male	42	No	14	Some PS	45-59
2004	Employed,	BC	Male	109	No	38.46	Some PS	45-59
2004	Employed,	QU	Male	27	NA	NA	Some PS	15-29
2004	Employed,	QU	Female	37	No	19.83	BA or More	30-44
2004	Employed,	QU	Female	240	Yes	17.95	BA or More	45-59
2004	Employed,	ON	Male	240	No	25	Some PS	45-59
2004	Employed,	ON	Male	198	Yes	30	Some PS	30-44
2004	Employed,	QU	Male	41	No	15	BA or More	30-44
2004	Employed,	BC	Male	240	Yes	31.5	Some PS	30-44
2004	Employed,	AL	Female	43	Yes	14.84	BA or More	15-29
2004	Employed,	QU	Female	38	No	17.58	Some PS	15-29
2004	Employed,	AL	Female	6	No	9.5	Some PS	45-59
2004	Employed,	BC	Female	22	No	8.5	HS Grad	15-29
2004	Employed,	QU	Female	47	No	12.5	Some PS	15-29
2004	Employed,	QU	Female	5	Yes	15.4	BA or More	15-29
2004	Employed,	ON	Male	126	No	13.94	Some PS	30-44
2004	Employed,	AL	Female	2	No	9	Some PS	15-29
2004	Employed,	QU	Female	26	No	12.25	Some PS	45-59
2004	Employed,	QU	Male	240	No	28.85	BA or More	45-59
2004	Employed,	ON	Female	187	NA	NA	Some PS	30-44
2004	Employed,	QU	Female	240	Yes	25.99	Some PS	45-59
2004	Unemployed	QU	Female	NA	NA	NA	HS Grad	45-59
2004	Employed,	ON	Male	53	No	21.63	Some PS	45-59
2004	Employed,	ON	Female	1	No	11	Some PS	15-29
2004	Employed,	BC	Male	170	NA	NA	Some PS	30-44
2004	Employed,	QU	Male	154	No	15	HS Grad	15-29
2004	Unemployed	ON	Male	NA	NA	NA	Some PS	15-29
2004	Employed,	QU	Male	7	No	22.82	BA or More	30-44
2004	Unemployed	ON	Male	NA	NA	NA	Some PS	45-59
2004	Employed,	AL	Female	10	No	12.75	Some PS	15-29
2004	Employed,	ON	Female	31	Yes	9	Some PS	30-44
2004	Employed,	ON	Male	55	No	48.08	BA or More	30-44
2004	Employed,	QU	Female	240	Yes	14.5	Some PS	45-59
2004	Employed,	ON	Male	189	No	8	Some PS	45-59
2004	Employed,	QU	Male	5	Yes	22.56	BA or More	30-44
2004	Employed,	ON	Female	6	No	24	BA or More	30-44
2004	Employed,	QU	Female	163	Yes	18.3	Some PS	30-44
2004	Unemployed	BC	Male	NA	NA	NA	HS Grad	45-59
2004	Employed,	QU	Female	28	No	11.5	HS Grad	45-59
2004	Employed,	ON	Male	115	No	24.04	HS Grad	15-29
2004	Employed,	ON	Male	84	No	32.21	BA or More	45-59
2004	Unemployed	ON	Male	NA	NA	NA	HS Dropout	15-29
2004	Employed,	BC	Female	240	NA	NA	HS Grad	60+
2004	Employed,	ON	Male	183	NA	NA	Some PS	30-44
2004	Employed,	ON	Female	19	No	11.5	HS Dropout	15-29
2004	Employed,	ON	Female	8	No	18	Some PS	15-29
2004	Employed,	ON	Female	15	No	13.11	Some PS	15-29
2004	Employed,	QU	Female	16	No	8	Some PS	15-29
2004	Employed,	QU	Male	240	Yes	29.5	Some PS	45-59
2004	Employed,	QU	Female	46	Yes	19.78	HS Grad	30-44
2004	Employed,	QU	Male	63	No	7.35	Some PS	45-59
2004	Employed,	BC	Male	186	NA	NA	Some PS	60+
2004	Employed,	ON	Female	23	NA	NA	Some PS	30-44
2004	Employed,	BC	Male	30	No	22.35	HS Grad	45-59
2004	Employed,	BC	Male	157	No	22	HS Dropout	45-59
2004	Employed,	ON	Male	189	Yes	25	HS Grad	30-44
2004	Employed,	QU	Female	127	No	18	BA or More	60+
2004	Unemployed	ON	Male	NA	NA	NA	HS Dropout	15-29
2004	Employed,	AL	Female	112	No	33.31	Some PS	30-44
2004	Employed,	ON	Female	5	No	7	HS Dropout	30-44
2004	Unemployed	ON	Male	NA	NA	NA	Some PS	15-29
2004	Employed,	BC	Male	42	Yes	22.5	HS Dropout	45-59
2004	Unemployed	BC	Female	NA	NA	NA	Some PS	45-59
2004	Employed,	QU	Male	19	Yes	8	HS Dropout	15-29
2004	Employed,	ON	Female	93	No	25.64	Some PS	30-44
2004	Employed,	ON	Male	61	No	11	HS Grad	30-44
2004	Employed,	ON	Male	138	NA	NA	BA or More	45-59
2004	Employed,	ON	Male	94	No	29.74	Some PS	30-44
2004	Unemployed	ON	Male	NA	NA	NA	Some PS	30-44
2004	Employed,	ON	Male	3	No	14	Some PS	45-59
2004	Employed,	BC	Male	95	No	15.38	BA or More	15-29
2004	Employed,	QU	Male	240	Yes	25.01	HS Grad	45-59
2004	Employed,	ON	Female	3	No	10	HS Dropout	45-59
2004	Unemployed	AL	Male	NA	NA	NA	HS Grad	15-29
2004	Employed,	QU	Female	2	No	7.45	Some PS	15-29
2004	Employed,	ON	Male	174	No	25.88	HS Grad	45-59
2004	Employed,	BC	Female	15	No	11	HS Dropout	45-59
2004	Employed,	QU	Female	166	No	11	HS Dropout	45-59
2004	Employed,	ON	Female	4	No	7	HS Dropout	15-29
2004	Employed,	BC	Male	6	No	13.5	BA or More	15-29
2004	Employed,	BC	Male	20	No	8.89	Some PS	30-44
2004	Employed,	ON	Male	96	No	36.06	BA or More	30-44
2004	Employed,	ON	Male	240	No	43.27	Some PS	45-59
2004	Employed,	ON	Male	230	NA	NA	BA or More	45-59
2004	Employed,	AL	Male	72	NA	NA	HS Dropout	30-44
2004	Employed,	ON	Female	34	No	16.83	Some PS	30-44
2004	Employed,	QU	Female	235	Yes	15	HS Dropout	45-59
2004	Employed,	QU	Male	219	NA	NA	HS Dropout	60+
2004	Employed,	ON	Female	40	No	6.85	Some PS	15-29
2004	Employed,	AL	Female	21	No	17.5	Some PS	15-29
2004	Employed,	AL	Male	14	No	6.3	HS Dropout	15-29
2004	Employed,	QU	Male	9	No	7.3	Some PS	15-29
2004	Employed,	ON	Male	36	No	12	Some PS	15-29
2004	Employed,	ON	Male	122	Yes	19.26	Some PS	45-59
2004	Employed,	ON	Male	240	NA	NA	Some PS	45-59
2004	Employed,	BC	Female	59	No	11.5	Some PS	15-29
2004	Employed,	ON	Male	53	No	16	Some PS	45-59
2004	Employed,	ON	Male	38	No	10	Some PS	15-29
2004	Employed,	QU	Male	174	Yes	18	Some PS	30-44
2004	Employed,	ON	Female	240	No	11.5	HS Dropout	45-59
2004	Employed,	QU	Male	193	No	10	Some PS	30-44
2004	Employed,	BC	Female	4	No	23	BA or More	30-44
2004	Employed,	QU	Female	82	No	20.62	Some PS	15-29
2004	Employed,	QU	Female	11	Yes	17.65	Some PS	15-29
2004	Employed,	ON	Female	25	No	14.66	Some PS	15-29
2004	Employed,	BC	Male	5	No	9	HS Dropout	15-29
2004	Employed,	ON	Male	4	NA	NA	BA or More	15-29
2004	Employed,	ON	Male	55	No	17.5	HS Grad	30-44
2004	Employed,	AL	Female	8	No	9	Some PS	30-44
2004	Employed,	ON	Male	150	NA	NA	HS Dropout	45-59
2004	Employed,	ON	Male	31	No	33.08	BA or More	30-44
2004	Employed,	QU	Male	142	No	18.9	Some PS	45-59
2004	Employed,	BC	Male	33	Yes	17.5	HS Dropout	45-59
2004	Employed,	ON	Male	240	NA	NA	HS Dropout	60+
2004	Employed,	ON	Female	161	Yes	17.56	HS Grad	45-59
2004	Employed,	BC	Male	35	No	28.37	Some PS	30-44
2004	Employed,	ON	Male	77	Yes	20	Some PS	30-44
2004	Employed,	ON	Female	138	No	17	Some PS	45-59
2004	Unemployed	ON	Male	NA	NA	NA	HS Dropout	15-29
2004	Unemployed	ON	Male	NA	NA	NA	Some PS	30-44
2004	Employed,	QU	Female	240	Yes	26.8	Some PS	30-44
2004	Employed,	ON	Female	63	No	12	HS Dropout	15-29
2004	Employed,	ON	Female	61	NA	NA	Some PS	45-59
2004	Employed,	AL	Male	91	No	15	Some PS	45-59
2004	Employed,	BC	Female	88	No	8.65	HS Grad	30-44
2004	Employed,	ON	Male	240	NA	NA	HS Grad	60+
2004	Employed,	AL	Male	240	NA	NA	Some PS	30-44
2004	Employed,	BC	Female	14	No	12	Some PS	15-29
2004	Employed,	AL	Female	201	No	32.49	HS Dropout	45-59
2004	Employed,	ON	Male	240	No	24	Some PS	45-59
2004	Employed,	ON	Male	125	NA	NA	BA or More	60+
2004	Employed,	ON	Female	83	No	17.61	HS Grad	45-59
2004	Unemployed	AL	Female	NA	NA	NA	HS Grad	15-29
2004	Employed,	ON	Male	124	NA	NA	Some PS	45-59
2004	Employed,	AL	Female	240	Yes	18	HS Grad	45-59
2004	Employed,	BC	Female	66	Yes	18.97	BA or More	15-29
2004	Employed,	QU	Male	7	No	16	Some PS	30-44
2004	Employed,	ON	Female	68	No	17	Some PS	30-44
2004	Employed,	ON	Male	159	NA	NA	Some PS	45-59
2004	Employed,	ON	Male	41	No	14.5	HS Grad	45-59
2004	Employed,	ON	Male	212	NA	NA	HS Grad	30-44
2004	Employed,	QU	Male	55	Yes	23.98	Some PS	30-44
2004	Employed,	QU	Male	14	Yes	12.5	HS Dropout	30-44
2004	Employed,	ON	Female	173	Yes	20	HS Grad	45-59
2004	Employed,	BC	Female	92	NA	NA	Some PS	30-44
2004	Employed,	ON	Female	240	No	27.18	HS Grad	45-59
2004	Employed,	ON	Female	14	No	24.04	Some PS	30-44
2004	Employed,	BC	Female	92	Yes	24	HS Grad	30-44
2004	Employed,	ON	Female	203	Yes	27	Some PS	30-44
2004	Employed,	AL	Male	3	No	26	Some PS	45-59
2004	Employed,	ON	Male	5	No	6.85	HS Dropout	15-29
2004	Employed,	AL	Female	90	No	16	Some PS	30-44
2004	Employed,	ON	Male	207	Yes	16.25	HS Grad	45-59
2004	Employed,	AL	Male	46	No	15	HS Grad	45-59
2004	Employed,	ON	Female	178	Yes	24.52	Some PS	30-44
2004	Employed,	ON	Male	198	No	52.2	HS Grad	45-59
2004	Employed,	ON	Female	4	NA	NA	Some PS	30-44
2004	Employed,	BC	Male	240	NA	NA	HS Grad	45-59
2004	Employed,	AL	Female	240	Yes	26	Some PS	60+
2004	Employed,	BC	Female	201	Yes	19.75	Some PS	30-44
2004	Unemployed	BC	Male	NA	NA	NA	HS Grad	15-29
2004	Unemployed	QU	Male	NA	NA	NA	HS Dropout	15-29
2004	Employed,	ON	Female	240	No	16.79	HS Dropout	30-44
2004	Employed,	AL	Male	3	No	16.48	Some PS	30-44
2004	Employed,	BC	Female	7	No	20.15	Some PS	30-44
2004	Employed,	ON	Male	111	NA	NA	HS Dropout	45-59
2004	Employed,	AL	Female	10	No	7	HS Dropout	45-59
2004	Employed,	ON	Male	39	NA	NA	BA or More	30-44
2004	Employed,	QU	Female	19	No	7.5	HS Dropout	15-29
2004	Employed,	AL	Female	19	Yes	15.6	Some PS	15-29
2004	Unemployed	ON	Male	NA	NA	NA	HS Dropout	15-29
2004	Employed,	BC	Female	203	NA	NA	Some PS	45-59
2004	Employed,	QU	Male	171	No	17	BA or More	45-59
2004	Employed,	QU	Male	240	Yes	20	HS Dropout	60+
2004	Employed,	ON	Female	74	NA	NA	Some PS	45-59
2004	Employed,	BC	Female	231	NA	NA	Some PS	30-44
2004	Employed,	ON	Male	240	Yes	20.6	BA or More	45-59
2004	Employed,	QU	Female	90	NA	NA	Some PS	45-59
2004	Employed,	ON	Female	23	No	7	Some PS	15-29
2004	Employed,	BC	Female	59	Yes	13.33	HS Grad	30-44
2004	Employed,	ON	Male	1	No	16.7	HS Dropout	30-44
2004	Employed,	BC	Male	240	Yes	27.69	Some PS	45-59
2004	Employed,	BC	Male	14	Yes	12.24	HS Dropout	30-44
2004	Employed,	AL	Male	79	Yes	24	Some PS	30-44
2004	Employed,	QU	Female	96	Yes	14.33	Some PS	30-44
2004	Employed,	AL	Female	5	No	8	HS Dropout	60+
2004	Employed,	ON	Male	13	Yes	14.12	HS Grad	30-44
2004	Employed,	ON	Female	67	No	7.5	Some PS	15-29
2004	Employed,	AL	Male	190	No	22	Some PS	45-59
2004	Employed,	ON	Female	9	No	7	HS Dropout	15-29
2004	Unemployed	QU	Male	NA	NA	NA	Some PS	15-29
2004	Employed,	BC	Male	70	No	14	HS Dropout	30-44
2004	Employed,	ON	Female	46	No	28.85	BA or More	30-44
2004	Employed,	AL	Female	240	NA	NA	Some PS	45-59
2004	Employed,	QU	Male	205	NA	NA	Some PS	45-59
2004	Employed,	AL	Female	8	No	13.74	Some PS	15-29
2004	Unemployed	BC	Female	NA	NA	NA	HS Dropout	15-29
2004	Unemployed	ON	Male	NA	NA	NA	Some PS	45-59
2004	Employed,	BC	Male	2	No	8	HS Dropout	15-29
2004	Employed,	QU	Female	235	Yes	18.29	Some PS	30-44
2004	Unemployed	BC	Male	NA	NA	NA	HS Dropout	15-29
2004	Employed,	QU	Female	46	Yes	18.39	Some PS	15-29
2004	Employed,	ON	Male	66	NA	NA	HS Grad	45-59
2004	Employed,	AL	Female	6	No	9.5	Some PS	15-29
2004	Employed,	ON	Female	14	No	10	HS Grad	30-44
2004	Employed,	ON	Female	15	No	10	Some PS	45-59
2004	Employed,	ON	Male	168	No	35.9	HS Grad	30-44
2004	Employed,	BC	Male	183	No	24	Some PS	45-59
2004	Unemployed	ON	Female	NA	NA	NA	Some PS	15-29
2004	Employed,	AL	Male	185	No	38	Some PS	45-59
2004	Employed,	QU	Female	44	No	20.67	BA or More	15-29
2004	Employed,	BC	Female	131	NA	NA	HS Grad	15-29
2004	Employed,	QU	Female	2	No	7.3	Some PS	15-29
2004	Employed,	QU	Male	240	Yes	22	HS Grad	30-44
2004	Employed,	QU	Male	240	Yes	16	HS Dropout	45-59
2004	Employed,	ON	Female	73	NA	NA	Some PS	30-44
2004	Employed,	ON	Female	132	NA	NA	Some PS	45-59
2004	Employed,	ON	Female	43	No	8	Some PS	15-29
2004	Employed,	QU	Female	3	No	8	Some PS	15-29
2004	Employed,	ON	Female	176	Yes	34	Some PS	30-44
2004	Employed,	AL	Female	199	Yes	14.91	Some PS	30-44
2004	Employed,	ON	Female	240	No	11.5	HS Grad	45-59
2004	Employed,	ON	Male	130	No	9	HS Grad	45-59
2004	Employed,	AL	Male	15	No	23	Some PS	15-29
2004	Employed,	QU	Male	42	No	22.05	BA or More	15-29
2004	Employed,	QU	Male	141	Yes	15	HS Grad	45-59
2004	Employed,	ON	Female	33	No	8	HS Dropout	30-44
2004	Employed,	BC	Female	185	No	18.46	Some PS	60+
2004	Employed,	AL	Female	175	Yes	15.02	Some PS	45-59
2004	Employed,	ON	Male	12	No	6.24	HS Dropout	15-29
2004	Employed,	ON	Male	240	Yes	25.82	HS Grad	45-59
2004	Unemployed	ON	Female	NA	NA	NA	HS Dropout	15-29
2004	Employed,	AL	Male	146	Yes	32.8	Some PS	30-44
2004	Employed,	ON	Male	26	No	15	Some PS	15-29
2004	Employed,	ON	Female	99	No	41.35	BA or More	30-44
2004	Employed,	QU	Female	125	No	13.33	Some PS	30-44
2004	Unemployed	ON	Male	NA	NA	NA	BA or More	30-44
2004	Employed,	BC	Male	34	No	14	Some PS	30-44
2004	Employed,	BC	Male	88	NA	NA	Some PS	15-29
2004	Employed,	AL	Female	171	No	19.48	Some PS	45-59
2004	Employed,	ON	Female	25	NA	NA	HS Grad	30-44
2004	Employed,	QU	Female	240	Yes	41.31	BA or More	45-59
2004	Employed,	ON	Female	192	No	10.82	Some PS	45-59
2004	Employed,	ON	Male	7	No	10	HS Dropout	60+
2004	Unemployed	BC	Male	NA	NA	NA	HS Dropout	60+
2004	Employed,	ON	Male	38	No	13	HS Dropout	30-44
2004	Employed,	AL	Female	103	No	27.83	BA or More	45-59
2004	Employed,	BC	Male	13	No	18	Some PS	30-44
2004	Employed,	ON	Female	42	Yes	20.19	BA or More	30-44
2004	Employed,	ON	Male	43	Yes	24.62	BA or More	30-44
2004	Employed,	ON	Female	25	NA	NA	BA or More	30-44
2004	Employed,	BC	Female	43	No	13.5	HS Grad	30-44
2004	Employed,	QU	Female	32	Yes	39	BA or More	45-59
2004	Employed,	QU	Female	176	No	23.75	Some PS	60+
2004	Employed,	BC	Male	190	NA	NA	BA or More	60+
2004	Employed,	QU	Male	38	Yes	12	Some PS	60+
2004	Employed,	ON	Female	23	No	9	BA or More	30-44
2004	Employed,	ON	Male	9	No	15.25	Some PS	45-59
2004	Employed,	ON	Male	7	No	8.5	HS Grad	15-29
2004	Employed,	AL	Female	63	Yes	17.59	Some PS	45-59
2004	Employed,	ON	Male	127	Yes	22	Some PS	45-59
2004	Employed,	QU	Male	208	No	20	Some PS	30-44
2004	Employed,	ON	Male	28	No	15	HS Dropout	60+
2004	Employed,	AL	Male	24	No	8	HS Dropout	45-59
2004	Employed,	QU	Female	154	No	14	Some PS	30-44
2004	Unemployed	QU	Male	NA	NA	NA	Some PS	30-44
2004	Employed,	ON	Female	71	Yes	16	BA or More	45-59
2004	Unemployed	AL	Male	NA	NA	NA	HS Grad	30-44
2004	Employed,	BC	Male	5	NA	NA	Some PS	30-44
2004	Employed,	BC	Male	48	NA	NA	Some PS	45-59
2004	Employed,	BC	Male	3	NA	NA	Some PS	45-59
2004	Employed,	BC	Male	92	NA	NA	BA or More	30-44
2004	Employed,	QU	Male	3	No	9	HS Dropout	15-29
2004	Employed,	QU	Male	56	No	12.8	Some PS	15-29
2004	Employed,	ON	Male	6	No	31.25	BA or More	45-59
2004	Employed,	ON	Male	240	NA	NA	Some PS	45-59
2004	Employed,	ON	Female	240	No	20.51	HS Grad	45-59
2004	Employed,	QU	Male	72	No	10.1	HS Dropout	15-29
2004	Unemployed	ON	Male	NA	NA	NA	HS Dropout	15-29
2004	Employed,	QU	Male	63	NA	NA	HS Dropout	15-29
2004	Employed,	ON	Female	87	No	10	HS Grad	15-29
2004	Employed,	ON	Male	240	No	45.67	Some PS	45-59
2004	Employed,	QU	Female	2	No	15	BA or More	30-44
2004	Employed,	ON	Male	217	No	9.62	HS Grad	30-44
2004	Employed,	BC	Female	140	Yes	32.2	BA or More	30-44
2004	Employed,	ON	Female	240	No	20.02	Some PS	45-59
2004	Employed,	AL	Male	46	No	39.11	Some PS	45-59
2004	Employed,	QU	Male	240	Yes	17.93	HS Dropout	45-59
2004	Employed,	ON	Female	240	No	16.83	HS Grad	45-59
2004	Employed,	QU	Male	86	No	16.83	Some PS	15-29
2004	Employed,	QU	Male	5	No	11	HS Dropout	45-59
2004	Employed,	BC	Male	50	No	12.02	Some PS	15-29
2004	Employed,	BC	Male	10	No	11	HS Grad	15-29
2004	Employed,	ON	Male	6	No	9	HS Dropout	15-29
2004	Employed,	ON	Male	29	No	17.5	BA or More	15-29
2004	Employed,	AL	Male	3	Yes	13	HS Grad	30-44
2004	Employed,	AL	Male	42	NA	NA	BA or More	30-44
2004	Employed,	ON	Female	71	No	12.5	HS Grad	30-44
2004	Employed,	ON	Female	8	No	8.65	HS Grad	15-29
2004	Employed,	ON	Female	181	Yes	18.27	HS Grad	45-59
2004	Employed,	BC	Female	163	Yes	30.29	BA or More	30-44
2004	Employed,	ON	Male	227	NA	NA	Some PS	30-44
2004	Employed,	ON	Female	200	No	26.92	Some PS	45-59
2004	Employed,	QU	Male	118	No	20	Some PS	30-44
2004	Employed,	ON	Female	9	No	23.08	BA or More	30-44
2004	Employed,	QU	Female	39	Yes	10.2	Some PS	30-44
2004	Employed,	ON	Male	240	NA	NA	Some PS	45-59
2004	Employed,	ON	Male	15	No	10.77	Some PS	15-29
2004	Unemployed	QU	Female	NA	NA	NA	BA or More	30-44
2004	Employed,	QU	Male	146	No	19.23	HS Grad	45-59
2004	Employed,	QU	Male	193	NA	NA	HS Grad	30-44
2004	Employed,	AL	Male	240	Yes	27.55	Some PS	45-59
2004	Employed,	QU	Female	49	No	8	HS Grad	30-44
2004	Employed,	ON	Male	96	Yes	48.72	BA or More	45-59
2004	Employed,	AL	Female	70	No	9	HS Dropout	45-59
2004	Employed,	QU	Male	203	No	21.5	Some PS	30-44
2004	Employed,	ON	Female	1	No	7	Some PS	30-44
2004	Employed,	ON	Male	240	NA	NA	HS Dropout	60+
2004	Employed,	QU	Female	43	Yes	16	Some PS	15-29
2004	Employed,	QU	Male	240	No	28.44	BA or More	45-59
2004	Employed,	QU	Female	240	Yes	18	Some PS	45-59
2004	Employed,	QU	Male	240	NA	NA	HS Grad	60+
2004	Employed,	QU	Male	55	No	8.25	HS Grad	15-29
2004	Employed,	BC	Male	240	No	22.5	HS Grad	30-44
2004	Unemployed	BC	Female	NA	NA	NA	Some PS	15-29
2004	Employed,	ON	Female	214	Yes	14.5	HS Dropout	30-44
2004	Employed,	ON	Female	108	No	9.18	Some PS	30-44
2004	Employed,	QU	Female	240	No	45.12	BA or More	45-59
2004	Employed,	ON	Female	240	Yes	32.78	BA or More	45-59
2004	Employed,	ON	Male	11	No	12	HS Dropout	15-29
2004	Employed,	QU	Male	240	No	57.69	BA or More	45-59
2004	Employed,	AL	Male	104	Yes	22.05	Some PS	30-44
2004	Employed,	ON	Male	49	No	25	Some PS	30-44
2004	Employed,	BC	Male	17	No	6.32	Some PS	15-29
2004	Employed,	ON	Female	67	NA	NA	HS Grad	30-44
2004	Unemployed	QU	Female	NA	NA	NA	HS Dropout	15-29
2004	Employed,	QU	Female	91	Yes	17.79	BA or More	30-44
2004	Employed,	ON	Female	164	No	20	Some PS	45-59
2004	Employed,	QU	Female	8	No	21.63	HS Grad	30-44
2004	Employed,	ON	Female	30	No	10.55	HS Grad	15-29
2004	Employed,	QU	Male	7	No	10	Some PS	15-29
2004	Employed,	ON	Male	238	NA	NA	Some PS	45-59
2004	Employed,	BC	Male	240	Yes	24	HS Grad	45-59
2004	Employed,	ON	Female	5	No	34.19	BA or More	45-59
2004	Employed,	QU	Male	5	NA	NA	HS Dropout	15-29
2004	Employed,	AL	Male	129	Yes	15.85	Some PS	30-44
2004	Employed,	QU	Male	8	No	38.46	Some PS	30-44
2004	Employed,	ON	Male	112	No	18.85	Some PS	45-59
2004	Employed,	QU	Male	180	NA	NA	Some PS	60+
2004	Unemployed	ON	Male	NA	NA	NA	Some PS	45-59
2004	Employed,	ON	Male	6	No	7	HS Dropout	15-29
2004	Employed,	ON	Male	24	No	21.37	BA or More	45-59
2004	Employed,	ON	Female	59	NA	NA	HS Grad	30-44
2004	Employed,	ON	Female	98	No	13.6	BA or More	30-44
2004	Employed,	QU	Female	84	No	14	Some PS	45-59
2004	Employed,	QU	Female	41	No	9.07	Some PS	30-44
2004	Employed,	ON	Female	3	No	12.56	HS Dropout	60+
2004	Employed,	QU	Male	13	No	8.5	Some PS	15-29
2004	Employed,	AL	Male	46	No	23	Some PS	30-44
2004	Employed,	ON	Male	127	NA	NA	BA or More	30-44
2004	Employed,	BC	Female	43	Yes	16.83	BA or More	15-29
2004	Employed,	ON	Female	6	No	11	Some PS	15-29
2004	Employed,	ON	Male	82	Yes	26.92	HS Dropout	30-44
2004	Employed,	AL	Male	15	No	8.5	Some PS	15-29
2004	Employed,	ON	Male	240	Yes	16.42	HS Dropout	45-59
2004	Employed,	ON	Male	54	Yes	22	HS Grad	45-59
2004	Employed,	ON	Female	29	Yes	34	Some PS	45-59
2004	Employed,	ON	Male	54	NA	NA	Some PS	30-44
2004	Employed,	AL	Male	107	NA	NA	Some PS	30-44
2004	Employed,	BC	Female	79	Yes	30	BA or More	45-59
2004	Employed,	ON	Male	22	NA	NA	BA or More	30-44
2004	Employed,	QU	Female	2	No	7.3	Some PS	15-29
2004	Employed,	QU	Female	208	NA	NA	Some PS	30-44
2004	Employed,	AL	Male	96	NA	NA	Some PS	30-44
2004	Employed,	QU	Female	73	Yes	21.55	Some PS	45-59
2004	Unemployed	QU	Male	NA	NA	NA	HS Grad	30-44
2004	Employed,	BC	Male	4	No	14.03	Some PS	30-44
2004	Employed,	AL	Female	43	Yes	15.65	BA or More	45-59
2004	Employed,	ON	Male	66	NA	NA	Some PS	60+
2004	Employed,	QU	Female	29	No	19	BA or More	30-44
2004	Employed,	BC	Male	78	NA	NA	HS Dropout	30-44
2004	Employed,	ON	Female	55	No	10.25	Some PS	15-29
2004	Employed,	ON	Male	240	No	21.63	HS Dropout	45-59
2004	Unemployed	ON	Male	NA	NA	NA	HS Grad	15-29
2004	Employed,	ON	Female	87	No	36.06	BA or More	30-44
2004	Employed,	ON	Male	155	Yes	19.2	HS Dropout	30-44
2004	Employed,	ON	Male	5	NA	NA	Some PS	15-29
2004	Employed,	BC	Male	13	NA	NA	BA or More	30-44
2004	Employed,	ON	Female	22	NA	NA	Some PS	45-59
2004	Employed,	ON	Female	115	Yes	10	Some PS	30-44
2004	Employed,	ON	Male	20	No	23.5	Some PS	30-44
2004	Employed,	BC	Female	165	NA	NA	BA or More	30-44
2004	Employed,	QU	Female	47	Yes	7.45	HS Grad	45-59
2004	Employed,	ON	Female	11	No	15	Some PS	30-44
2004	Employed,	BC	Female	129	No	21.98	BA or More	45-59
2004	Employed,	QU	Male	17	Yes	11.1	Some PS	15-29
2004	Employed,	QU	Male	1	No	8	HS Grad	15-29
2004	Employed,	AL	Male	238	NA	NA	HS Grad	30-44
2004	Employed,	QU	Female	31	No	17.95	BA or More	15-29
2004	Employed,	ON	Male	35	No	29.33	Some PS	30-44
2004	Employed,	ON	Male	5	NA	NA	BA or More	30-44
2004	Employed,	QU	Female	2	No	8.5	HS Dropout	15-29
2004	Employed,	ON	Female	20	No	8.05	HS Grad	15-29
2004	Employed,	ON	Male	240	Yes	60	BA or More	45-59
2004	Employed,	AL	Female	2	No	8	Some PS	15-29
