SURVYEAR	LFSSTAT	PROV	AGE	SEX	EDUC	TENURE	UNION	HRLYEARN	HOURS
2005	Employed,	ON	15-29	Male	HS Dropout	63	No	8	16
2005	Employed,	ON	15-29	Female	HS Dropout	5	No	8	0
2005	Unemployed	ON	15-29	Male	HS Dropout	NA	NA	NA	NA
2005	Employed,	ON	15-29	Male	HS Dropout	42	No	10.5	44
2005	Employed,	ON	15-29	Male	HS Dropout	9	No	8.5	20
2005	Unemployed	ON	15-29	Male	HS Dropout	NA	NA	NA	NA
2005	Employed,	ON	15-29	Male	HS Dropout	18	No	8	24
2005	Employed,	ON	15-29	Male	HS Dropout	58	No	10	10
2005	Employed,	ON	15-29	Male	HS Dropout	44	No	11.87	32
2005	Employed,	ON	15-29	Male	HS Dropout	7	No	8	6
2005	Employed,	ON	15-29	Female	HS Dropout	5	No	7	8.5
2005	Employed,	ON	15-29	Female	HS Dropout	3	No	7	20
2005	Employed,	ON	15-29	Male	HS Dropout	2	No	6.95	20
2005	Employed,	ON	15-29	Female	HS Dropout	5	No	8	16
2005	Employed,	ON	15-29	Female	HS Dropout	4	No	7	8
2005	Unemployed	ON	15-29	Female	HS Dropout	NA	NA	NA	NA
2005	Unemployed	ON	15-29	Female	HS Dropout	NA	NA	NA	NA
2005	Employed,	ON	30-44	Male	HS Dropout	59	No	16	0
2005	Employed,	ON	30-44	Female	HS Dropout	16	NA	NA	45
2005	Employed,	ON	30-44	Female	HS Dropout	7	No	10.91	55
2005	Employed,	ON	30-44	Male	HS Dropout	84	Yes	20.59	40
2005	Employed,	ON	30-44	Male	HS Dropout	60	NA	NA	70
2005	Employed,	ON	30-44	Male	HS Dropout	240	No	18	40
2005	Employed,	ON	30-44	Female	HS Dropout	106	No	18	42.5
2005	Employed,	ON	30-44	Male	HS Dropout	6	NA	NA	45
2005	Employed,	ON	30-44	Male	HS Dropout	36	No	17.5	40
2005	Employed,	ON	45-59	Female	HS Dropout	211	Yes	23	24
2005	Employed,	ON	45-59	Female	HS Dropout	240	No	16	56
2005	Employed,	ON	45-59	Female	HS Dropout	8	No	6.5	40
2005	Employed,	ON	45-59	Female	HS Dropout	63	No	11.65	37
2005	Employed,	ON	45-59	Male	HS Dropout	124	No	10.75	32
2005	Employed,	ON	45-59	Male	HS Dropout	5	No	20	50
2005	Employed,	ON	45-59	Male	HS Dropout	240	Yes	19.48	40
2005	Employed,	ON	45-59	Male	HS Dropout	240	Yes	23.78	43.5
2005	Employed,	ON	45-59	Male	HS Dropout	16	No	16.35	40
2005	Employed,	ON	45-59	Male	HS Dropout	240	Yes	22	34
2005	Unemployed	ON	45-59	Female	HS Dropout	NA	NA	NA	NA
2005	Employed,	ON	45-59	Female	HS Dropout	143	No	11.43	0
2005	Employed,	ON	45-59	Male	HS Dropout	240	No	10	6
2005	Employed,	ON	45-59	Female	HS Dropout	240	Yes	17.95	37.5
2005	Unemployed	ON	45-59	Male	HS Dropout	NA	NA	NA	NA
2005	Employed,	ON	45-59	Female	HS Dropout	51	Yes	10.55	0
2005	Employed,	ON	45-59	Male	HS Dropout	123	NA	NA	99
2005	Employed,	ON	60+	Female	HS Dropout	235	No	10	1
2005	Employed,	ON	60+	Male	HS Dropout	240	NA	NA	50
2005	Employed,	ON	60+	Male	HS Dropout	240	Yes	13	40
2005	Employed,	ON	15-29	Female	HS Grad	27	NA	NA	5
2005	Unemployed	ON	15-29	Male	HS Grad	NA	NA	NA	NA
2005	Employed,	ON	15-29	Female	HS Grad	21	No	7.25	18
2005	Employed,	ON	15-29	Male	HS Grad	61	No	32.69	40
2005	Employed,	ON	15-29	Male	HS Grad	24	No	13	50
2005	Employed,	ON	15-29	Female	HS Grad	11	No	15	40
2005	Employed,	ON	15-29	Male	HS Grad	30	No	9.5	32
2005	Unemployed	ON	15-29	Female	HS Grad	NA	NA	NA	NA
2005	Employed,	ON	15-29	Male	HS Grad	17	No	15	56
2005	Employed,	ON	15-29	Male	HS Grad	31	NA	NA	0
2005	Employed,	ON	15-29	Male	HS Grad	18	No	14	12
2005	Employed,	ON	15-29	Female	HS Grad	8	No	17.59	30
2005	Employed,	ON	15-29	Female	HS Grad	27	Yes	13.5	0
2005	Employed,	ON	15-29	Male	HS Grad	7	No	15	24
2005	Unemployed	ON	15-29	Female	HS Grad	NA	NA	NA	NA
2005	Employed,	ON	15-29	Male	HS Grad	106	No	13	45
2005	Employed,	ON	15-29	Male	HS Grad	2	No	9	40
2005	Employed,	ON	15-29	Male	HS Grad	8	No	12	37.5
2005	Unemployed	ON	15-29	Male	HS Grad	NA	NA	NA	NA
2005	Employed,	ON	15-29	Male	HS Grad	25	Yes	22	40
2005	Employed,	ON	15-29	Female	HS Grad	17	No	12	20
2005	Employed,	ON	15-29	Female	HS Grad	60	No	8	12
2005	Unemployed	ON	15-29	Female	HS Grad	NA	NA	NA	NA
2005	Employed,	ON	30-44	Female	HS Grad	42	No	6.87	42
2005	Employed,	ON	30-44	Female	HS Grad	207	No	10.5	40
2005	Employed,	ON	30-44	Male	HS Grad	16	No	8.65	45
2005	Employed,	ON	30-44	Female	HS Grad	114	No	15	37.5
2005	Employed,	ON	30-44	Male	HS Grad	149	No	14.42	40
2005	Employed,	ON	30-44	Male	HS Grad	24	Yes	20	55
2005	Employed,	ON	30-44	Female	HS Grad	106	No	9.27	41
2005	Employed,	ON	30-44	Female	HS Grad	11	No	9.75	30
2005	Employed,	ON	30-44	Female	HS Grad	6	No	7.62	22
2005	Employed,	ON	30-44	Male	HS Grad	240	Yes	18	44
2005	Employed,	ON	30-44	Female	HS Grad	18	No	11	0
2005	Unemployed	ON	30-44	Male	HS Grad	NA	NA	NA	NA
2005	Employed,	ON	30-44	Female	HS Grad	236	No	12.5	40
2005	Employed,	ON	30-44	Male	HS Grad	71	No	15	42
2005	Unemployed	ON	30-44	Female	HS Grad	NA	NA	NA	NA
2005	Employed,	ON	30-44	Female	HS Grad	90	No	9.05	32
2005	Employed,	ON	30-44	Male	HS Grad	169	Yes	21.99	48
2005	Unemployed	ON	30-44	Male	HS Grad	NA	NA	NA	NA
2005	Employed,	ON	30-44	Male	HS Grad	66	No	16.3	40
2005	Employed,	ON	30-44	Female	HS Grad	84	NA	NA	45
2005	Employed,	ON	30-44	Male	HS Grad	118	NA	NA	40
2005	Employed,	ON	30-44	Male	HS Grad	240	Yes	18	0
2005	Employed,	ON	30-44	Female	HS Grad	1	Yes	17.9	32
2005	Employed,	ON	30-44	Female	HS Grad	29	No	12	40
2005	Unemployed	ON	30-44	Male	HS Grad	NA	NA	NA	NA
2005	Employed,	ON	30-44	Male	HS Grad	240	Yes	10.04	32
2005	Employed,	ON	30-44	Male	HS Grad	29	Yes	18	40
2005	Employed,	ON	30-44	Male	HS Grad	77	No	12.5	35
2005	Employed,	ON	30-44	Male	HS Grad	58	No	16	44
2005	Employed,	ON	45-59	Male	HS Grad	240	No	21.63	60
2005	Employed,	ON	45-59	Female	HS Grad	57	No	11.5	6.5
2005	Employed,	ON	45-59	Female	HS Grad	123	No	21.54	37.5
2005	Employed,	ON	45-59	Male	HS Grad	240	NA	NA	60
2005	Unemployed	ON	45-59	Male	HS Grad	NA	NA	NA	NA
2005	Employed,	ON	45-59	Male	HS Grad	225	No	18.56	44
2005	Employed,	ON	45-59	Male	HS Grad	205	NA	NA	44
2005	Employed,	ON	45-59	Male	HS Grad	61	No	16.5	40
2005	Employed,	ON	45-59	Male	HS Grad	162	Yes	27	37.5
2005	Employed,	ON	45-59	Female	HS Grad	240	No	20	0
2005	Employed,	ON	45-59	Male	HS Grad	81	No	17.4	37
2005	Employed,	ON	45-59	Female	HS Grad	240	Yes	22.68	30
2005	Unemployed	ON	45-59	Female	HS Grad	NA	NA	NA	NA
2005	Employed,	ON	45-59	Female	HS Grad	26	No	9	43
2005	Employed,	ON	45-59	Male	HS Grad	7	No	20	15
2005	Employed,	ON	45-59	Female	HS Grad	240	NA	NA	30
2005	Employed,	ON	45-59	Female	HS Grad	240	No	20.43	0
2005	Employed,	ON	45-59	Female	HS Grad	2	No	19.23	43
2005	Employed,	ON	45-59	Female	HS Grad	240	No	13.64	55
2005	Employed,	ON	45-59	Female	HS Grad	55	No	15.7	15.5
2005	Employed,	ON	45-59	Male	HS Grad	240	Yes	23.6	32
2005	Employed,	ON	45-59	Female	HS Grad	95	No	11	35
2005	Employed,	ON	45-59	Male	HS Grad	240	No	27.93	49
2005	Employed,	ON	45-59	Female	HS Grad	240	Yes	16	0
2005	Employed,	ON	45-59	Female	HS Grad	65	No	18	28
2005	Employed,	ON	45-59	Female	HS Grad	13	No	23.08	40
2005	Employed,	ON	45-59	Female	HS Grad	163	No	15	35
2005	Employed,	ON	45-59	Female	HS Grad	240	No	21.63	40
2005	Employed,	ON	45-59	Female	HS Grad	41	No	9.25	35
2005	Employed,	ON	45-59	Male	HS Grad	179	Yes	35	44
2005	Unemployed	ON	60+	Male	HS Grad	NA	NA	NA	NA
2005	Unemployed	ON	60+	Female	HS Grad	NA	NA	NA	NA
2005	Employed,	ON	60+	Male	HS Grad	93	No	18	40
2005	Employed,	ON	60+	Male	HS Grad	240	NA	NA	70
2005	Employed,	ON	15-29	Male	Some PS	9	No	9	17
2005	Employed,	ON	15-29	Male	Some PS	8	No	10.1	30
2005	Unemployed	ON	15-29	Male	Some PS	NA	NA	NA	NA
2005	Employed,	ON	15-29	Female	Some PS	5	No	7.15	50
2005	Employed,	ON	15-29	Female	Some PS	7	No	8.2	6
2005	Employed,	ON	15-29	Male	Some PS	3	NA	NA	17
2005	Unemployed	ON	15-29	Male	Some PS	NA	NA	NA	NA
2005	Employed,	ON	15-29	Male	Some PS	18	No	10	40
2005	Employed,	ON	15-29	Male	Some PS	25	No	13.5	40
2005	Employed,	ON	15-29	Male	Some PS	18	No	14.99	28
2005	Employed,	ON	15-29	Male	Some PS	43	Yes	8	24
2005	Employed,	ON	15-29	Female	Some PS	43	Yes	14.35	0
2005	Employed,	ON	15-29	Male	Some PS	37	Yes	22	36
2005	Employed,	ON	15-29	Male	Some PS	7	Yes	12	36
2005	Employed,	ON	15-29	Female	Some PS	31	No	7.15	10
2005	Employed,	ON	15-29	Male	Some PS	45	No	10	48
2005	Employed,	ON	15-29	Female	Some PS	200	Yes	19.96	24
2005	Employed,	ON	15-29	Male	Some PS	10	Yes	6.35	40
2005	Employed,	ON	15-29	Female	Some PS	23	No	8.5	24
2005	Employed,	ON	15-29	Female	Some PS	38	No	12	42
2005	Employed,	ON	15-29	Female	Some PS	29	No	9	15
2005	Employed,	ON	15-29	Female	Some PS	11	Yes	16	40
2005	Employed,	ON	15-29	Female	Some PS	56	Yes	10.5	25
2005	Unemployed	ON	15-29	Female	Some PS	NA	NA	NA	NA
2005	Unemployed	ON	15-29	Male	Some PS	NA	NA	NA	NA
2005	Employed,	ON	15-29	Male	Some PS	1	No	10	40
2005	Unemployed	ON	15-29	Male	Some PS	NA	NA	NA	NA
2005	Employed,	ON	15-29	Female	Some PS	7	No	10	40
2005	Employed,	ON	15-29	Female	Some PS	14	No	7	20
2005	Employed,	ON	15-29	Female	Some PS	11	No	12.5	42
2005	Unemployed	ON	15-29	Female	Some PS	NA	NA	NA	NA
2005	Employed,	ON	15-29	Male	Some PS	132	Yes	14.85	0
2005	Employed,	ON	15-29	Female	Some PS	12	No	10.82	52
2005	Employed,	ON	15-29	Male	Some PS	18	Yes	23.77	40
2005	Employed,	ON	15-29	Female	Some PS	29	No	8.3	0
2005	Employed,	ON	15-29	Female	Some PS	23	No	8.1	10
2005	Employed,	ON	15-29	Male	Some PS	82	Yes	7.75	38
2005	Employed,	ON	15-29	Female	Some PS	46	Yes	27	37.5
2005	Employed,	ON	15-29	Female	Some PS	13	No	19.49	45.5
2005	Employed,	ON	15-29	Male	Some PS	59	Yes	13	12
2005	Employed,	ON	15-29	Female	Some PS	58	Yes	22.44	48.8
2005	Employed,	ON	15-29	Male	Some PS	36	Yes	28	40
2005	Employed,	ON	30-44	Female	Some PS	227	Yes	19.58	40
2005	Unemployed	ON	30-44	Female	Some PS	NA	NA	NA	NA
2005	Employed,	ON	30-44	Male	Some PS	35	Yes	36	24
2005	Employed,	ON	30-44	Male	Some PS	204	Yes	31	53
2005	Employed,	ON	30-44	Male	Some PS	97	NA	NA	25
2005	Employed,	ON	30-44	Male	Some PS	115	Yes	28.39	70
2005	Employed,	ON	30-44	Male	Some PS	60	NA	NA	60
2005	Employed,	ON	30-44	Male	Some PS	4	Yes	30	30
2005	Employed,	ON	30-44	Male	Some PS	98	No	16.74	24
2005	Employed,	ON	30-44	Female	Some PS	122	No	30.22	35
2005	Unemployed	ON	30-44	Female	Some PS	NA	NA	NA	NA
2005	Employed,	ON	30-44	Male	Some PS	35	No	32	43
2005	Employed,	ON	30-44	Female	Some PS	71	No	17.36	37.5
2005	Employed,	ON	30-44	Female	Some PS	52	Yes	19.23	0
2005	Employed,	ON	30-44	Female	Some PS	55	No	18	0
2005	Employed,	ON	30-44	Female	Some PS	180	Yes	22.6	0
2005	Employed,	ON	30-44	Female	Some PS	13	No	10.35	0
2005	Employed,	ON	30-44	Male	Some PS	216	No	25	20
2005	Employed,	ON	30-44	Male	Some PS	3	No	49.04	60
2005	Employed,	ON	30-44	Male	Some PS	58	No	43.27	45
2005	Employed,	ON	30-44	Male	Some PS	133	No	28.5	40
2005	Employed,	ON	30-44	Female	Some PS	47	Yes	15.24	40
2005	Employed,	ON	30-44	Female	Some PS	81	Yes	32.93	29
2005	Employed,	ON	30-44	Male	Some PS	55	Yes	16	32
2005	Employed,	ON	30-44	Male	Some PS	134	No	21.48	43
2005	Employed,	ON	30-44	Male	Some PS	115	Yes	24	40
2005	Employed,	ON	30-44	Male	Some PS	216	No	20	40
2005	Employed,	ON	30-44	Male	Some PS	106	NA	NA	35
2005	Employed,	ON	30-44	Female	Some PS	13	No	38.46	45
2005	Employed,	ON	30-44	Female	Some PS	189	No	13	37
2005	Employed,	ON	30-44	Male	Some PS	17	No	17.95	37.5
2005	Employed,	ON	30-44	Female	Some PS	238	No	19.78	21
2005	Employed,	ON	30-44	Female	Some PS	225	No	34	14.5
2005	Employed,	ON	30-44	Male	Some PS	154	Yes	35	42.5
2005	Employed,	ON	30-44	Female	Some PS	147	Yes	23.76	35
2005	Employed,	ON	30-44	Female	Some PS	5	No	11	40
2005	Employed,	ON	30-44	Female	Some PS	1	No	18	9
2005	Unemployed	ON	30-44	Female	Some PS	NA	NA	NA	NA
2005	Employed,	ON	30-44	Male	Some PS	14	No	14.42	47
2005	Employed,	ON	30-44	Female	Some PS	42	No	14	60
2005	Employed,	ON	30-44	Female	Some PS	204	Yes	18.79	0
2005	Employed,	ON	30-44	Female	Some PS	171	No	20.5	0
2005	Employed,	ON	30-44	Female	Some PS	240	No	25	0
2005	Employed,	ON	30-44	Male	Some PS	5	Yes	38.46	37.5
2005	Employed,	ON	30-44	Female	Some PS	34	No	33.21	40
2005	Employed,	ON	30-44	Female	Some PS	8	NA	NA	0
2005	Employed,	ON	30-44	Female	Some PS	32	No	7.65	30
2005	Employed,	ON	30-44	Female	Some PS	9	No	11	7.5
2005	Unemployed	ON	30-44	Male	Some PS	NA	NA	NA	NA
2005	Employed,	ON	30-44	Male	Some PS	95	No	21.49	43
2005	Employed,	ON	30-44	Female	Some PS	36	Yes	20.79	37
2005	Employed,	ON	30-44	Female	Some PS	15	No	15.87	24
2005	Employed,	ON	30-44	Male	Some PS	15	No	20.26	37.5
2005	Employed,	ON	30-44	Male	Some PS	22	No	9.6	40
2005	Unemployed	ON	30-44	Female	Some PS	NA	NA	NA	NA
2005	Employed,	ON	30-44	Female	Some PS	49	Yes	14.65	24
2005	Employed,	ON	30-44	Female	Some PS	24	Yes	11	24
2005	Employed,	ON	30-44	Female	Some PS	9	No	17.22	48
2005	Employed,	ON	30-44	Male	Some PS	45	No	19	38
2005	Unemployed	ON	30-44	Male	Some PS	NA	NA	NA	NA
2005	Employed,	ON	30-44	Male	Some PS	1	Yes	9.5	40
2005	Employed,	ON	30-44	Male	Some PS	125	No	33.65	40
2005	Employed,	ON	30-44	Male	Some PS	9	Yes	31.73	35
2005	Employed,	ON	30-44	Female	Some PS	40	NA	NA	52.5
2005	Unemployed	ON	30-44	Female	Some PS	NA	NA	NA	NA
2005	Unemployed	ON	30-44	Female	Some PS	NA	NA	NA	NA
2005	Employed,	ON	30-44	Male	Some PS	226	No	18.75	42
2005	Employed,	ON	30-44	Male	Some PS	32	No	12.5	55
2005	Employed,	ON	30-44	Male	Some PS	19	No	12	37.5
2005	Employed,	ON	30-44	Male	Some PS	188	No	48.72	37.5
2005	Employed,	ON	30-44	Male	Some PS	34	No	14	50
2005	Employed,	ON	30-44	Female	Some PS	34	No	21.23	52
2005	Employed,	ON	30-44	Female	Some PS	14	No	10.35	40
2005	Employed,	ON	30-44	Male	Some PS	115	No	23	46
2005	Employed,	ON	30-44	Male	Some PS	240	No	16	40
2005	Employed,	ON	30-44	Female	Some PS	13	No	10	37
2005	Employed,	ON	30-44	Male	Some PS	47	No	20.19	35
2005	Employed,	ON	30-44	Female	Some PS	7	Yes	29.12	40
2005	Employed,	ON	30-44	Female	Some PS	216	Yes	20.65	0
2005	Employed,	ON	30-44	Female	Some PS	184	Yes	22.68	37.5
2005	Employed,	ON	30-44	Male	Some PS	189	NA	NA	55
2005	Employed,	ON	30-44	Male	Some PS	31	Yes	22.53	70
2005	Employed,	ON	30-44	Female	Some PS	226	No	12.5	40
2005	Employed,	ON	30-44	Male	Some PS	115	No	8	5
2005	Employed,	ON	30-44	Female	Some PS	89	No	20.51	20
2005	Employed,	ON	30-44	Male	Some PS	106	No	27	24
2005	Employed,	ON	30-44	Male	Some PS	19	No	12	45
2005	Employed,	ON	30-44	Male	Some PS	119	No	17.05	27
2005	Employed,	ON	30-44	Male	Some PS	27	No	19.3	44
2005	Employed,	ON	30-44	Female	Some PS	240	No	13.5	37.5
2005	Employed,	ON	30-44	Male	Some PS	187	No	34.13	52
2005	Unemployed	ON	30-44	Male	Some PS	NA	NA	NA	NA
2005	Employed,	ON	30-44	Male	Some PS	99	No	32.31	43.5
2005	Employed,	ON	30-44	Female	Some PS	68	No	21	0
2005	Unemployed	ON	45-59	Female	Some PS	NA	NA	NA	NA
2005	Employed,	ON	45-59	Male	Some PS	240	NA	NA	40
2005	Employed,	ON	45-59	Female	Some PS	179	No	20.26	41.5
2005	Employed,	ON	45-59	Female	Some PS	240	Yes	22.17	36
2005	Employed,	ON	45-59	Female	Some PS	82	No	32.42	0
2005	Employed,	ON	45-59	Female	Some PS	118	No	13.3	55
2005	Unemployed	ON	45-59	Female	Some PS	NA	NA	NA	NA
2005	Employed,	ON	45-59	Female	Some PS	196	No	24.52	46
2005	Employed,	ON	45-59	Male	Some PS	240	Yes	28	0
2005	Employed,	ON	45-59	Female	Some PS	65	No	14	40
2005	Employed,	ON	45-59	Male	Some PS	23	NA	NA	8
2005	Employed,	ON	45-59	Female	Some PS	240	No	26	40
2005	Employed,	ON	45-59	Male	Some PS	82	Yes	16.89	40
2005	Employed,	ON	45-59	Female	Some PS	90	NA	NA	5
2005	Employed,	ON	45-59	Male	Some PS	11	No	9.52	0
2005	Unemployed	ON	45-59	Female	Some PS	NA	NA	NA	NA
2005	Employed,	ON	45-59	Female	Some PS	86	NA	NA	35
2005	Employed,	ON	45-59	Male	Some PS	240	No	10	44
2005	Employed,	ON	45-59	Female	Some PS	187	Yes	18	0
2005	Employed,	ON	45-59	Male	Some PS	94	No	21.63	40
2005	Employed,	ON	45-59	Male	Some PS	240	No	35.71	55
2005	Employed,	ON	45-59	Female	Some PS	211	NA	NA	20
2005	Employed,	ON	45-59	Male	Some PS	132	No	22	40
2005	Employed,	ON	45-59	Male	Some PS	79	No	19.93	60
2005	Employed,	ON	45-59	Male	Some PS	6	NA	NA	71
2005	Employed,	ON	45-59	Female	Some PS	162	Yes	17.09	40
2005	Employed,	ON	45-59	Male	Some PS	59	NA	NA	35
2005	Employed,	ON	45-59	Male	Some PS	113	No	30.77	40
2005	Employed,	ON	45-59	Female	Some PS	8	No	7.15	35
2005	Employed,	ON	45-59	Male	Some PS	240	Yes	31	48
2005	Employed,	ON	45-59	Female	Some PS	240	No	27.69	36
2005	Employed,	ON	45-59	Male	Some PS	202	NA	NA	50
2005	Employed,	ON	45-59	Male	Some PS	174	No	34.04	53.5
2005	Employed,	ON	45-59	Female	Some PS	115	Yes	18.73	0
2005	Employed,	ON	45-59	Male	Some PS	240	Yes	45	36
2005	Employed,	ON	45-59	Female	Some PS	174	No	15	24
2005	Employed,	ON	45-59	Male	Some PS	103	Yes	24	36.5
2005	Employed,	ON	45-59	Male	Some PS	240	Yes	25	32
2005	Employed,	ON	45-59	Female	Some PS	14	No	7.5	51
2005	Employed,	ON	45-59	Female	Some PS	85	NA	NA	20
2005	Employed,	ON	45-59	Female	Some PS	97	No	9	28
2005	Employed,	ON	45-59	Male	Some PS	240	Yes	30	40
2005	Employed,	ON	45-59	Female	Some PS	77	No	10.68	0
2005	Employed,	ON	45-59	Male	Some PS	240	No	57.69	57
2005	Employed,	ON	45-59	Male	Some PS	55	No	22.19	65
2005	Unemployed	ON	45-59	Male	Some PS	NA	NA	NA	NA
2005	Employed,	ON	45-59	Male	Some PS	166	NA	NA	12
2005	Employed,	ON	45-59	Female	Some PS	116	No	18.75	32
2005	Employed,	ON	45-59	Male	Some PS	63	No	38.46	40
2005	Employed,	ON	45-59	Female	Some PS	196	No	9.6	37
2005	Employed,	ON	45-59	Female	Some PS	240	No	23.08	40
2005	Employed,	ON	45-59	Male	Some PS	201	No	18	40
2005	Employed,	ON	45-59	Male	Some PS	135	No	16.03	62
2005	Employed,	ON	45-59	Male	Some PS	197	NA	NA	55
2005	Employed,	ON	45-59	Male	Some PS	117	Yes	19	40
2005	Unemployed	ON	45-59	Male	Some PS	NA	NA	NA	NA
2005	Employed,	ON	60+	Male	Some PS	240	NA	NA	84
2005	Employed,	ON	60+	Female	Some PS	240	NA	NA	25
2005	Unemployed	ON	60+	Female	Some PS	NA	NA	NA	NA
2005	Employed,	ON	60+	Male	Some PS	118	NA	NA	35
2005	Employed,	ON	60+	Male	Some PS	107	NA	NA	40
2005	Employed,	ON	60+	Male	Some PS	150	NA	NA	12
2005	Employed,	ON	60+	Female	Some PS	77	No	12.01	49.5
2005	Employed,	ON	60+	Male	Some PS	123	NA	NA	20
2005	Employed,	ON	60+	Female	Some PS	197	No	60.44	37
2005	Employed,	ON	60+	Male	Some PS	135	No	28.41	31
2005	Employed,	ON	15-29	Female	BA or More	51	Yes	16.22	0
2005	Employed,	ON	15-29	Female	BA or More	48	No	15	30.5
2005	Employed,	ON	15-29	Male	BA or More	6	No	21.63	40
2005	Employed,	ON	15-29	Female	BA or More	14	No	10	12
2005	Employed,	ON	15-29	Female	BA or More	7	No	7.5	43
2005	Employed,	ON	15-29	Female	BA or More	31	Yes	19.23	40
2005	Employed,	ON	15-29	Female	BA or More	11	No	13.75	45
2005	Employed,	ON	15-29	Male	BA or More	39	No	20.22	35
2005	Employed,	ON	15-29	Female	BA or More	61	No	30.22	33
2005	Employed,	ON	15-29	Female	BA or More	37	No	21.03	44.5
2005	Employed,	ON	15-29	Female	BA or More	25	Yes	19.78	5
2005	Employed,	ON	15-29	Female	BA or More	7	Yes	14.63	0
2005	Employed,	ON	15-29	Female	BA or More	107	No	12	0
2005	Employed,	ON	15-29	Female	BA or More	1	No	3.53	98
2005	Employed,	ON	30-44	Male	BA or More	149	No	18	40
2005	Employed,	ON	30-44	Male	BA or More	7	Yes	31.59	0
2005	Employed,	ON	30-44	Female	BA or More	12	No	21.61	41
2005	Employed,	ON	30-44	Female	BA or More	14	No	9.4	34
2005	Employed,	ON	30-44	Female	BA or More	8	No	18.13	35
2005	Unemployed	ON	30-44	Female	BA or More	NA	NA	NA	NA
2005	Employed,	ON	30-44	Male	BA or More	78	No	58.97	47.5
2005	Employed,	ON	30-44	Female	BA or More	37	No	24.9	47
2005	Employed,	ON	30-44	Female	BA or More	50	Yes	33.65	0
2005	Employed,	ON	30-44	Male	BA or More	79	Yes	25.58	0
2005	Employed,	ON	30-44	Female	BA or More	186	No	30.22	0
2005	Employed,	ON	30-44	Female	BA or More	4	No	33.65	42.5
2005	Employed,	ON	30-44	Male	BA or More	8	NA	NA	6
2005	Employed,	ON	30-44	Female	BA or More	2	No	18.46	40
2005	Employed,	ON	30-44	Female	BA or More	13	NA	NA	15
2005	Employed,	ON	30-44	Female	BA or More	79	Yes	23.56	0
2005	Employed,	ON	30-44	Female	BA or More	19	NA	NA	25
2005	Employed,	ON	30-44	Female	BA or More	2	No	23.2	50
2005	Employed,	ON	30-44	Female	BA or More	103	Yes	28.85	40
2005	Employed,	ON	30-44	Male	BA or More	25	No	52.88	37.5
2005	Employed,	ON	30-44	Male	BA or More	83	No	36.54	47
2005	Employed,	ON	30-44	Male	BA or More	21	No	40	40
2005	Employed,	ON	30-44	Female	BA or More	3	No	21.54	37.5
2005	Employed,	ON	30-44	Male	BA or More	109	NA	NA	55
2005	Employed,	ON	30-44	Male	BA or More	166	No	50	0
2005	Employed,	ON	30-44	Male	BA or More	31	No	16.15	50
2005	Employed,	ON	30-44	Female	BA or More	43	Yes	34.48	35
2005	Employed,	ON	30-44	Male	BA or More	25	No	33.65	32
2005	Employed,	ON	30-44	Male	BA or More	46	No	18.75	24
2005	Employed,	ON	30-44	Female	BA or More	79	Yes	25	40.5
2005	Employed,	ON	30-44	Male	BA or More	104	No	25.64	30
2005	Employed,	ON	30-44	Female	BA or More	240	Yes	29.67	0
2005	Employed,	ON	30-44	Male	BA or More	3	No	25	40
2005	Employed,	ON	30-44	Female	BA or More	175	Yes	18.69	0
2005	Employed,	ON	30-44	Female	BA or More	19	Yes	13.46	40
2005	Employed,	ON	30-44	Male	BA or More	114	No	30.22	35
2005	Employed,	ON	30-44	Female	BA or More	80	NA	NA	60
2005	Employed,	ON	30-44	Female	BA or More	111	No	28.21	37.5
2005	Employed,	ON	30-44	Male	BA or More	85	NA	NA	60
2005	Employed,	ON	30-44	Male	BA or More	8	NA	NA	60
2005	Employed,	ON	30-44	Male	BA or More	133	NA	NA	44
2005	Employed,	ON	30-44	Female	BA or More	115	No	37.01	0
2005	Employed,	ON	30-44	Male	BA or More	111	No	28	66
2005	Employed,	ON	45-59	Male	BA or More	123	NA	NA	60
2005	Employed,	ON	45-59	Female	BA or More	228	Yes	33	0
2005	Employed,	ON	45-59	Female	BA or More	240	NA	NA	30
2005	Employed,	ON	45-59	Male	BA or More	204	Yes	60.1	40
2005	Employed,	ON	45-59	Female	BA or More	175	Yes	36.9	0
2005	Employed,	ON	45-59	Male	BA or More	12	No	14.42	40
2005	Employed,	ON	45-59	Male	BA or More	116	No	35	55
2005	Employed,	ON	45-59	Female	BA or More	15	No	12.85	39
2005	Employed,	ON	45-59	Male	BA or More	240	Yes	36.41	49.5
2005	Employed,	ON	45-59	Male	BA or More	225	Yes	67.31	35
2005	Employed,	ON	45-59	Female	BA or More	81	NA	NA	0
2005	Employed,	ON	45-59	Male	BA or More	212	No	46.15	52.5
2005	Employed,	ON	45-59	Male	BA or More	122	No	67.31	50
2005	Employed,	ON	45-59	Male	BA or More	240	Yes	51.28	58
2005	Employed,	ON	45-59	Male	BA or More	23	No	43.27	0
2005	Employed,	ON	45-59	Female	BA or More	19	Yes	24.04	0
2005	Employed,	ON	45-59	Female	BA or More	209	Yes	32.82	37.5
2005	Employed,	ON	45-59	Female	BA or More	119	No	14.5	25
2005	Employed,	ON	45-59	Male	BA or More	48	Yes	28.91	44
2005	Employed,	ON	45-59	Male	BA or More	185	NA	NA	40
2005	Employed,	ON	45-59	Female	BA or More	215	No	35.77	0
